ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-956497,Source2,3,2021-07-28 03:52:13,2021-07-28 04:36:47,38.392506,-121.928505,,,0.0,#1 lane blocked due to accident on I-80 Westbound before Leisure Town Rd.,I-80 W,Vacaville,Solano,CA,95687,US,US/Pacific,KVCB,2021-07-28 03:53:00,70.0,70.0,51.0,29.85,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-956679,Source3,2,2021-07-26 02:08:47,2021-07-26 03:56:16,33.866978,-117.711479,,,0.0,Right hand shoulder blocked due to accident on CA-91 Westbound at Exits 41 41A Gypsum Canyon Rd.,CA-91 W,Anaheim,Orange,CA,92808,US,US/Pacific,KAJO,2021-07-26 01:56:00,67.0,67.0,87.0,29.36,10.0,W,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-956744,Source2,1,2021-07-26 06:06:03,2021-07-26 06:34:41,42.200981,-85.589378,,,0.0,Accident on Westnedge Ave at Centre Ave.,S Westnedge Ave,Portage,Kalamazoo,MI,49002-5116,US,US/Eastern,KAZO,2021-07-26 05:53:00,63.0,63.0,90.0,29.07,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-956810,Source2,2,2021-07-26 06:52:27,2021-07-26 07:21:57,35.197773,-80.882675,,,0.0,Accident on I-77 Southbound at Exit 7 Clanton Rd.,Clanton Rd,Charlotte,Mecklenburg,NC,28217,US,US/Eastern,KCLT,2021-07-26 06:52:00,74.0,74.0,91.0,29.21,9.0,S,5.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-956998,Source2,2,2021-07-26 08:01:05,2021-07-26 09:00:42,33.904671,-81.065361,,,0.0,Accident on US-176 Charleston Hwy at Railfreight Ct.,Charleston Hwy,West Columbia,Lexington,SC,29172-2720,US,US/Eastern,KCAE,2021-07-26 07:56:00,74.0,74.0,91.0,29.76,6.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-957043,Source2,2,2021-07-26 08:14:11,2021-07-26 09:47:27,26.011093,-80.166786,,,0.0,Accident on I-95 Northbound at Exit 20 FL-820 Hollywood Blvd.,I-95 N,Hollywood,Broward,FL,33020,US,US/Eastern,KFLL,2021-07-26 07:53:00,82.0,82.0,79.0,29.93,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-957279,Source2,2,2021-07-26 09:58:12,2021-07-26 11:12:31,41.249371,-76.984001,,,0.0,Accident on Washington Blvd both ways at Sherman St.,Washington Blvd,Williamsport,Lycoming,PA,17701-5448,US,US/Eastern,KIPT,2021-07-26 09:54:00,77.0,77.0,66.0,29.38,10.0,W,8.0,0.0,Fair,True,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-957946,Source2,3,2021-07-26 17:50:25,2021-07-26 18:34:25,41.295189,-72.764359,,,0.0,Left lane blocked due to accident on I-95 Governor John Davis Lodge Tpke Southbound at exit 56.,Governor John Davis Lodge Tpke N,Branford,New Haven,CT,06405,US,US/Eastern,KHVN,2021-07-26 17:53:00,88.0,88.0,43.0,29.85,3.0,N,5.0,0.0,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-957988,Source2,2,2021-07-26 18:04:25,2021-07-26 21:08:53,40.706635,-74.175179,,,0.0,Right lane blocked due to accident on US-1-9 Northbound at I-78.,Brewster Rd,Newark,Essex,NJ,07114,US,US/Eastern,KEWR,2021-07-26 17:51:00,91.0,91.0,30.0,29.85,10.0,NNW,13.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-958016,Source2,3,2021-07-26 15:14:58,2021-07-26 16:59:38,37.603413,-122.064171,,,0.0,Lane blocked due to accident on I-880 Northbound at Exit 23 Alvarado Niles Rd.,I-880 N,Union City,Alameda,CA,94587,US,US/Pacific,KHWD,2021-07-26 14:54:00,74.0,74.0,55.0,29.85,10.0,WNW,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-958281,Source2,3,2021-07-26 22:05:38,2021-07-26 23:40:39,40.918858,-73.779472,,,0.0,Right lane blocked due to accident on I-95 Northbound at Exit 16 Cedar St.,I-95 S,New Rochelle,Westchester,NY,10801,US,US/Eastern,KLGA,2021-07-26 21:51:00,81.0,81.0,50.0,29.89,8.0,WNW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-959110,Source2,4,2021-07-27 12:25:22,2021-07-27 13:26:45,38.008072,-78.509499,,,3.259999990463257,Lane blocked due to accident on I-64 Eastbound between Exit 118 / US-29 Monacan Trail Rd and Exit 120 / 5th St.,I-64 E,Charlottesville,Albemarle,VA,22903,US,US/Eastern,KCHO,2021-07-27 12:53:00,92.0,92.0,39.0,29.32,10.0,ESE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-959425,Source2,2,2021-07-27 15:57:59,2021-07-27 17:48:33,36.151379,-86.799316,,,0.0,Accident on 20th Ave at US-70S West End Ave.,W End Ave,Nashville,Davidson,TN,37203-2319,US,US/Central,KBNA,2021-07-27 15:53:00,92.0,92.0,52.0,29.34,10.0,N,15.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-959550,Source2,3,2021-07-27 17:54:41,2021-07-27 18:54:01,42.223179,-71.170784,,,0.0,One lane blocked due to accident on I-95 Southbound at Exit 28 / East St / Canton St.,I-95 N,Westwood,Norfolk,MA,02090,US,US/Eastern,KOWD,2021-07-27 17:53:00,88.0,88.0,40.0,29.81,10.0,WSW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-959586,Source2,2,2021-07-27 18:18:54,2021-07-27 20:02:48,41.318279,-73.859291,,,0.0,One lane blocked due to accident on US-6 Eastbound at Lexington Ave.,Lexington Ave,Mohegan Lake,Westchester,NY,10547-1241,US,US/Eastern,KSWF,2021-07-27 18:45:00,77.0,77.0,57.0,29.41,10.0,NW,18.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-959696,Source2,2,2021-07-27 19:37:32,2021-07-27 21:08:34,35.739399,-78.56868,,,0.0,Accident on Rock Quarry Rd at New Hope Rd.,Rock Quarry Rd,Raleigh,Wake,NC,27610-5315,US,US/Eastern,KRDU,2021-07-27 19:51:00,84.0,84.0,72.0,29.55,10.0,S,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-959843,Source2,2,2021-07-24 21:57:59,2021-07-24 22:27:39,34.062767,-118.248756,,,0.0,Lane blocked due to accident on US-101 Northbound at Exits 3 3A 3B CA-110.,Santa Ana Fwy N,Los Angeles,Los Angeles,CA,90012,US,US/Pacific,KCQT,2021-07-24 21:52:00,68.0,68.0,78.0,29.79,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-959908,Source3,2,2021-07-25 04:58:29,2021-07-25 05:43:45,36.327106,-119.288307,,,0.0,Accident on CA-198 Eastbound at Exit 107A Mineral King Ave.,CA-198 W,Visalia,Tulare,CA,93277,US,US/Pacific,KVIS,2021-07-25 04:56:00,69.0,69.0,73.0,29.56,10.0,SSE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-959952,Source2,2,2021-07-25 08:02:18,2021-07-25 08:47:05,34.137825,-118.362816,,,0.0,#1 lane blocked due to accident on US-101 Northbound at Exit 12A Lankershim Blvd.,Lankershim Blvd,Universal City,Los Angeles,CA,91608,US,US/Pacific,KBUR,2021-07-25 07:53:00,67.0,67.0,79.0,29.16,8.0,SSE,7.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-960208,Source2,2,2021-07-24 04:04:24,2021-07-24 06:05:44,33.858829,-117.780289,,,0.0,Accident on CA-91 Eastbound after CA-90 Imperial Hwy. No recent updates.,CA-91 E,Anaheim,Orange,CA,92807,US,US/Pacific,KFUL,2021-07-24 03:53:00,68.0,68.0,81.0,29.89,9.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-960312,Source2,2,2021-07-24 08:21:56,2021-07-24 08:53:00,34.058819,-117.297844,,,0.0,Accident on I-215 Westbound after I-10.,I-215 S,Colton,San Bernardino,CA,92324,US,US/Pacific,KSBD,2021-07-24 07:51:00,72.0,72.0,69.0,28.79,6.0,CALM,0.0,0.0,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-960620,Source2,2,2021-07-23 00:11:38,2021-07-23 00:53:57,37.587475,-122.35126499999998,,,0.0,Accident on US-101 Northbound at Anza Blvd.,Bayshore Fwy N,Burlingame,San Mateo,CA,94010,US,US/Pacific,KSFO,2021-07-23 00:56:00,56.0,56.0,80.0,29.98,10.0,WNW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-960709,Source2,2,2021-07-23 04:23:25,2021-07-23 05:24:08,30.534531,-91.193199,,,0.0,Accident on Avenue D at Woodpecker St.,Avenue D,Baton Rouge,East Baton Rouge,LA,70807-3506,US,US/Central,KBTR,2021-07-23 04:53:00,76.0,76.0,100.0,30.07,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-961086,Source3,2,2021-07-23 07:38:41,2021-07-23 08:31:00,44.123032,-94.128166,,,0.0,Accident on US-169 near 198th St.,US Highway 169,Lake Crystal,Blue Earth,MN,56055,US,US/Central,KMKT,2021-07-23 07:56:00,72.0,72.0,81.0,28.9,10.0,S,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-961181,Source2,2,2021-07-23 09:29:11,2021-07-23 09:58:58,35.036549,-81.972603,,,0.0,Accident on SC-9 at Valley Falls Rd.,Boiling Springs Rd,Boiling Springs,Spartanburg,SC,29316-6004,US,US/Eastern,KSPA,2021-07-23 09:35:00,77.0,77.0,74.0,29.32,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-961731,Source2,3,2021-07-23 15:10:17,2021-07-23 16:09:42,38.870445,-94.526581,,,0.0,Left lane closed due to accident on I-49 Southbound after 140th St.,I-49 S,Grandview,Jackson,MO,64030,US,US/Central,KLXT,2021-07-23 14:53:00,90.0,90.0,52.0,28.99,10.0,SSW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-962127,Source2,2,2021-07-23 19:07:11,2021-07-23 20:36:33,33.923538,-87.62316899999998,,,0.0,Lane blocked due to accident on AL-13 Southbound at AL-118.,Highway 13,Eldridge,Walker,AL,35554,US,US/Central,KJFX,2021-07-23 19:15:00,81.0,81.0,89.0,29.56,9.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,True,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-962194,Source2,2,2021-07-23 18:09:30,2021-07-23 19:13:40,37.865211,-121.667641,,,0.0,Accident on Camino Diablo Eastbound at Vasco Rd.,Camino Diablo,Byron,Contra Costa,CA,94514,US,US/Pacific,KLVK,2021-07-23 17:53:00,87.0,87.0,22.0,29.5,10.0,WNW,17.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-962232,Source2,2,2021-07-23 22:02:25,2021-07-23 23:17:04,35.22045100000001,-80.751999,,,0.0,Accident on Sharon Amity Rd at Abbeydale Dr.,N Sharon Amity Rd,Charlotte,Mecklenburg,NC,28205-4674,US,US/Eastern,KCLT,2021-07-23 21:52:00,82.0,82.0,60.0,29.3,8.0,SSE,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-962380,Source2,2,2021-07-22 05:50:10,2021-07-22 06:51:55,43.11467,-77.616203,,,0.0,Accident on NY-15A Henrietta Rd at Westfall Rd.,Westfall Rd,Rochester,Monroe,NY,14620-4601,US,US/Eastern,KROC,2021-07-22 05:54:00,57.0,57.0,96.0,29.54,10.0,WSW,5.0,0.0,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-962565,Source3,2,2021-07-22 07:42:55,2021-07-22 08:42:06,34.50581,-82.96416500000002,,,0.0,Accident on Herring Rd at Old Dobbins Bridge Rd.,I-85 N,Fair Play,Anderson,SC,29643,US,US/Eastern,KCEU,2021-07-22 07:54:00,72.0,72.0,97.0,29.18,9.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-962620,Source2,3,2021-07-22 08:03:30,2021-07-22 09:01:27,26.146357,-80.16969300000002,,,0.0,Accident now on the shoulder on I-95 Southbound before Exit 29 Sunrise Blvd.,I-95 S,Fort Lauderdale,Broward,FL,33311,US,US/Eastern,KFXE,2021-07-22 07:53:00,81.0,81.0,97.0,30.13,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-963270,Source2,2,2021-07-22 11:44:36,2021-07-22 13:22:00,38.241489,-122.269089,,,0.0,Accident on CA-12 at CA-221 Napa Vallejo Hwy.,Napa Vallejo Hwy,Napa,Napa,CA,94558,US,US/Pacific,KAPC,2021-07-22 11:54:00,68.0,68.0,61.0,29.92,10.0,SSW,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-963320,Source2,3,2021-07-22 15:57:50,2021-07-22 20:30:20,41.213661,-80.950539,,,0.0,Lane blocked due to accident on I-80 Eastbound at OH-5.,I-80 E,Newton Falls,Trumbull,OH,44444,US,US/Eastern,KPOV,2021-07-22 15:55:00,77.0,77.0,39.0,28.92,10.0,WNW,5.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-963355,Source2,2,2021-07-22 15:21:25,2021-07-22 16:11:32,30.437481,-91.13221,,,0.1099999994039535,Accident on Foster Dr Northbound from College Dr to Pershing Dr.,S Foster Dr,Baton Rouge,East Baton Rouge,LA,70806-7239,US,US/Central,KBTR,2021-07-22 15:20:00,87.0,87.0,67.0,30.04,10.0,S,8.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-963362,Source2,2,2021-07-22 16:19:51,2021-07-22 16:49:23,42.678982,-71.153137,,,0.0,Accident on I-495 Northbound before Exit 99 / MA-28 Main St / MA-28 Union St.,I-495 S,Andover,Essex,MA,01810,US,US/Eastern,KLWM,2021-07-22 15:54:00,78.0,78.0,48.0,29.85,10.0,NNW,8.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-963601,Source2,2,2021-07-22 17:55:12,2021-07-22 18:56:53,36.277012,-86.796173,,,0.0,Accident on TN-45 Old Hickory Blvd at Hickory Hills Blvd.,Hickory Hills Blvd,Whites Creek,Davidson,TN,37189,US,US/Central,KBNA,2021-07-22 17:53:00,87.0,87.0,48.0,29.47,8.0,NNE,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-963669,Source2,2,2021-07-22 16:44:58,2021-07-22 17:30:00,32.22506,-110.973198,,,0.0,Accident on Church Ave at Council St.,N Church Ave,Tucson,Pima,AZ,85701-1103,US,US/Mountain,KDMA,2021-07-22 16:41:00,97.0,97.0,32.0,27.16,10.0,SSW,15.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-963813,Source2,2,2021-07-22 22:53:15,2021-07-22 23:21:19,43.319141,-70.995293,,,0.0,Accident on NH-11 at Exit 15 NH-16.,Spaulding Tpke S,Rochester,Strafford,NH,03867,US,US/Eastern,KDAW,2021-07-22 22:51:00,64.0,64.0,72.0,29.7,10.0,NW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-963832,Source2,3,2021-07-22 22:31:19,2021-07-22 23:30:40,32.802822,-86.580803,,,0.0,Lane blocked due to accident on I-65 Northbound at Exit 205 US-31 7th St.,I-65 S,Clanton,Chilton,AL,35046,US,US/Central,KEET,2021-07-22 22:53:00,78.0,78.0,87.0,29.51,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-964128,Source2,2,2021-07-21 07:40:19,2021-07-21 08:27:03,26.92741,-80.191673,,,0.0,Multi-vehicle accident on Jupiter Farms Rd at Randolph Siding Rd.,Jupiter Farms Rd,Jupiter,Palm Beach,FL,33478-2202,US,US/Eastern,KSUA,2021-07-21 07:47:00,79.0,79.0,100.0,30.05,7.0,S,5.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-964144,Source2,2,2021-07-21 06:46:48,2021-07-21 07:46:37,32.780567,-96.772217,,,0.0,Shoulder blocked due to earlier accident on I-30 Eastbound at Exit 47 2nd Ave.,I-30 E,Dallas,Dallas,TX,75226,US,US/Central,KDAL,2021-07-21 06:53:00,75.0,75.0,76.0,29.52,8.0,ENE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-964501,Source2,2,2021-07-21 07:29:40,2021-07-21 09:21:25,34.092239,-118.206291,,,1.2999999523162842,Exit ramp from CA-110 Northbound at Exit 27 to E Avenue 43 lane blocked due to accident.,Arroyo Seco Pkwy,Los Angeles,Los Angeles,CA,90031,US,US/Pacific,KCQT,2021-07-21 07:52:00,72.0,72.0,73.0,29.69,9.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-964650,Source2,2,2021-07-21 12:02:33,2021-07-21 14:07:12,40.819851,-73.83622,,,0.0,Left lane blocked due to accident on Hutchinson River Pkwy Southbound at Ferry Point Park.,Bronx Whitestone Brg S,Bronx,Bronx,NY,10465,US,US/Eastern,KLGA,2021-07-21 11:51:00,82.0,82.0,49.0,29.86,10.0,NNW,10.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-964662,Source3,2,2021-07-21 09:07:37,2021-07-21 09:54:00,38.514679,-122.769859,,,0.0,Accident on Fulton Rd at Mark West Station Rd.,Fulton Rd,Santa Rosa,Sonoma,CA,95403-1221,US,US/Pacific,KSTS,2021-07-21 08:53:00,59.0,59.0,72.0,29.79,10.0,SSE,3.0,0.0,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-965396,Source2,2,2021-07-21 19:55:17,2021-07-21 21:27:23,34.19257,-111.329567,,,0.0,Right lane blocked due to accident on AZ-87 Southbound at Gibson Ranch Rd.,Beeline Hwy,Payson,Gila,AZ,85541,US,US/Mountain,KPAN,2021-07-21 19:55:00,82.0,82.0,39.0,24.94,10.0,VAR,7.0,0.0,Thunder,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Day,Day,Day
A-965500,Source2,3,2021-07-20 05:27:30,2021-07-20 06:42:08,33.565037,-84.31993100000003,,,0.0,Left lane blocked and left hand shoulder blocked due to accident on I-75 Northbound at Mt Zion Blvd.,Mount Zion Blvd,Morrow,Clayton,GA,30260,US,US/Eastern,KATL,2021-07-20 05:39:00,71.0,71.0,93.0,28.87,10.0,SSW,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-965673,Source2,2,2021-07-20 07:26:37,2021-07-20 08:56:20,38.669762,-77.337357,,,0.0,Accident on Kenwood Dr at Kenmar Dr.,Kenmar Dr,Woodbridge,Prince William,VA,22193-5223,US,US/Eastern,KDAA,2021-07-20 06:56:00,66.0,66.0,96.0,29.88,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-965675,Source2,2,2021-07-20 07:26:18,2021-07-20 08:56:50,39.966381,-75.5895,,,0.0,Lane blocked due to accident on PA-3 West Chester Pike at Circle Ave.,W Chester Pike,West Chester,Chester,PA,19382-4866,US,US/Eastern,KOQN,2021-07-20 07:35:00,72.0,72.0,83.0,29.29,7.0,NW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-965700,Source2,2,2021-07-20 04:36:46,2021-07-20 05:06:15,38.595341,-121.434357,,,0.0,Accident on Exposition Blvd at Heritage Ln.,Heritage Ln,Sacramento,Sacramento,CA,95815,US,US/Pacific,KMCC,2021-07-20 04:50:00,64.0,64.0,64.0,29.82,10.0,SSW,6.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day
A-966073,Source2,2,2021-07-20 11:46:32,2021-07-20 13:16:25,31.0319,-97.47332,,,2.0699999332427983,Accident on I-35 Northbound between Shanklin Rd and Loop 121.,S Main St,Belton,Bell,TX,76513,US,US/Central,KTPL,2021-07-20 11:51:00,84.0,84.0,61.0,29.33,10.0,VAR,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-966103,Source2,3,2021-07-20 10:18:34,2021-07-20 11:20:00,34.068958,-117.60643799999998,,,0.0,Left hand shoulder blocked and #1 lane blocked due to accident on I-10 Westbound before Vineyard Ave.,I-10 W,Ontario,San Bernardino,CA,91764,US,US/Pacific,KONT,2021-07-20 09:53:00,84.0,84.0,29.0,29.0,10.0,SSW,5.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-966225,Source2,2,2021-07-20 15:06:23,2021-07-20 16:38:17,36.068192,-86.719131,,,0.0,Accident on US-31A Nolensville Pike at Haywood Ln.,Nolensville Pike,Nashville,Davidson,TN,37211-5408,US,US/Central,KBNA,2021-07-20 14:53:00,87.0,87.0,49.0,29.33,10.0,ENE,10.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-966262,Source2,2,2021-07-20 15:16:28,2021-07-21 00:17:25,42.497608,-90.633041,,,0.0,Lane blocked due to accident on IL-35 Wisconsin Ave Northbound at Arrowhead Dr.,Arrowhead Dr,East Dubuque,Jo Daviess,IL,61025,US,US/Central,KDBQ,2021-07-20 14:53:00,84.0,84.0,56.0,28.94,10.0,NW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-966291,Source2,3,2021-07-20 16:27:52,2021-07-20 17:12:18,41.874294,-72.66291,,,2.549999952316284,Right hand shoulder blocked due to accident on I-91 Northbound between Exit 37 CT-305 Bloomfield Ave and Exit 38.,I-91 S,Windsor,Hartford,CT,06095,US,US/Eastern,KBDL,2021-07-20 16:51:00,86.0,86.0,55.0,29.66,4.0,S,8.0,0.0,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-966757,Source2,4,2021-07-20 22:53:10,2021-07-20 23:43:01,41.469429,-81.790909,,,1.559999942779541,Right lane blocked due to accident on I-90 Eastbound between Mckinley Ave and Lakewood Heights Blvd.,I-90 W,Cleveland,Cuyahoga,OH,44111,US,US/Eastern,KCLE,2021-07-20 22:51:00,74.0,74.0,73.0,29.08,10.0,W,12.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-966759,Source2,3,2021-07-20 22:57:18,2021-07-20 23:26:52,40.00996,-75.064369,,,0.0,Lane blocked due to accident on I-95 Southbound before Exit 27 James St.,Fraley St,Philadelphia,Philadelphia,PA,19137,US,US/Eastern,KPNE,2021-07-20 22:54:00,78.0,78.0,71.0,29.76,7.0,W,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-966838,Source2,3,2021-07-19 04:41:01,2021-07-19 06:01:37,40.700012,-73.996117,,,0.0,Two lanes blocked due to accident on I-278 Brooklyn Queens Expy Westbound after Hicks St.,Brooklyn Queens Expy,Brooklyn,Kings,NY,11201,US,US/Eastern,KJRB,2021-07-19 04:51:00,73.0,73.0,73.0,29.84,10.0,WNW,6.0,0.0,Cloudy,False,False,False,False,False,True,False,False,False,False,False,False,False,Night,Night,Day,Day
A-966890,Source2,2,2021-07-19 05:41:28,2021-07-19 06:27:02,42.607204,-71.325699,,,0.0,Accident on I-495 Blue Star Memorial Hwy Northbound at US-3.,I-495 N,Chelmsford,Middlesex,MA,01824,US,US/Eastern,KBED,2021-07-19 05:51:00,65.0,65.0,100.0,29.78,3.0,ENE,5.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-966917,Source2,2,2021-07-19 06:02:09,2021-07-19 07:18:11,39.976059,-75.302963,,,0.0,Accident on Darby Rd at Manoa Rd.,Darby Rd,Havertown,Delaware,PA,19083-4705,US,US/Eastern,KPHL,2021-07-19 05:54:00,73.0,73.0,68.0,29.99,10.0,WNW,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-967091,Source2,2,2021-07-19 06:43:50,2021-07-19 08:34:34,30.407621,-91.101707,,,0.0,Accident on I-10 Eastbound at Exit 160 LA-3064 Essen Ln.,I-10 E,Baton Rouge,East Baton Rouge,LA,70809,US,US/Central,KBTR,2021-07-19 06:53:00,76.0,76.0,97.0,29.98,10.0,E,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-967174,Source2,3,2021-07-19 07:09:13,2021-07-19 07:53:40,34.710861,-86.661224,,,0.0,Lane blocked due to accident on I-565 Eastbound at Exits 14 14A 14B AL-255 Research Park Blvd.,AL-20 E,Huntsville,Madison,AL,35805,US,US/Central,KHUA,2021-07-19 07:18:00,72.0,72.0,100.0,29.32,9.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-967319,Source2,2,2021-07-19 08:55:25,2021-07-19 09:56:06,25.96291,-80.205917,,,0.0,Accident on 204th St at US-441 2nd Ave.,NW 2nd Ave,Miami,Miami-Dade,FL,33169-2503,US,US/Eastern,KHWO,2021-07-19 08:53:00,85.0,85.0,67.0,30.12,10.0,E,13.0,0.0,Fair,False,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
